number of workers affected,type of workers,workers affected working sector,text,primary_country,date_posted,format,url,NER_extracted_geolocation
 1.1 million                ,   Livestock     ,    -   ,"In addition, more than 2.2 million houses have been damaged or destroyed, 13,115 kilometres of roads damaged, 439 bridges destroyed, and over 1.1 million livestock lost.",Pakistan,2022-11-13 18:27:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-11-11-november-2022,
" 1,700                      ", -               , -              ,"The floods in Pakistan have had a devastating impact: nearly 1,700 people have died, more than two million homes have been destroyed and, months after the floods, two million people are still dependent on humanitarian aid, according to the UN.",Pakistan,2022-11-10 01:11:53+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-ruins-due-climate-catastrophe,Pakistan
 At least 31 , Livestock owners , Livestock rearing ,"The findings of the RNA revealed that: o 30 percent of orchard farmland was destroyed; o 31 percent of livestock owners lost at least one animal; o 22 percent of people have been displaced due to the floods; o 72 percent of the affected households have inadequate resources to buy food;  o on average, households were left with only around 10 days of food stock; and o affected households were adopting negative coping strategies and nearly 40 percent had reduced their food intake.",Pakistan,2022-11-07 10:36:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-country-brief-september-2022,
 22% , N/A , N/A ,"The findings of the RNA revealed that: o 30 percent of orchard farmland was destroyed; o 31 percent of livestock owners lost at least one animal; o 22 percent of people have been displaced due to the floods; o 72 percent of the affected households have inadequate resources to buy food;  o on average, households were left with only around 10 days of food stock; and o affected households were adopting negative coping strategies and nearly 40 percent had reduced their food intake.",Pakistan,2022-11-07 10:36:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-country-brief-september-2022,
 72% of affected households , N/A , N/A ,"The findings of the RNA revealed that: o 30 percent of orchard farmland was destroyed; o 31 percent of livestock owners lost at least one animal; o 22 percent of people have been displaced due to the floods; o 72 percent of the affected households have inadequate resources to buy food;  o on average, households were left with only around 10 days of food stock; and o affected households were adopting negative coping strategies and nearly 40 percent had reduced their food intake.",Pakistan,2022-11-07 10:36:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-country-brief-september-2022,
" 800,000 ", Not mentioned , Livestock ,"In addition, some 800 000 livestock were lost.",Pakistan,2022-11-04 18:12:24+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-belgiums-contribution-through-special-fund-emergency-and-rehabilitation-activities-sfera,
" 8,000,000        ", -              , -      ,"The Pakistan floods – which inundated a third of the country - claimed over 1,700 lives, uprooted eight million people, and destroyed homes, schools, health facilities, roads, bridges, and other infrastructure.",Pakistan,2022-11-04 10:16:39+00:00,News and Press Release,https://reliefweb.int/report/pakistan/climate-crisis-pakistan-underscores-need-investment-climate-adaptation-wfp-calls-urgent-action-cop27,Pakistan
" 1,700            ", -              , -      ,"The Pakistan floods – which inundated a third of the country - claimed over 1,700 lives, uprooted eight million people, and destroyed homes, schools, health facilities, roads, bridges, and other infrastructure.",Pakistan,2022-11-04 10:16:39+00:00,News and Press Release,https://reliefweb.int/report/pakistan/climate-crisis-pakistan-underscores-need-investment-climate-adaptation-wfp-calls-urgent-action-cop27,Pakistan
" 38,700,000 ", Not specified , Not specified ,"*""About 38.7 million people around the world have had their lives turned upside down by extreme flooding in the five worst affected countries, including about 19 million children.",Pakistan,2022-11-03 14:07:13+00:00,News and Press Release,https://reliefweb.int/report/pakistan/extreme-floods-throw-lives-19-million-children-course-past-three-months-save-children,
" 19,000,000 ", Children , Not specified ,"*""About 38.7 million people around the world have had their lives turned upside down by extreme flooding in the five worst affected countries, including about 19 million children.",Pakistan,2022-11-03 14:07:13+00:00,News and Press Release,https://reliefweb.int/report/pakistan/extreme-floods-throw-lives-19-million-children-course-past-three-months-save-children,
"          3,500,000         ",   Children     ,Education,• More than 3.5 million children's education was interrupted due to the impact of floods.,Pakistan,2022-10-29 17:20:15+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-10-28-october-2022,
" 6,000,000                      ", Sanitation workers , Sanitation        ,"The practice of open defecation has increased from one-fifth before the floods to over one-third of the affected population, with 6 million no longer having home sanitation facilities.",Pakistan,2022-10-29 17:20:15+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-10-28-october-2022,
" 12,900 ", Not specified , Not specified ,"The flooding in Pakistan, which was caused by severe monsoon rains and resultant flooding, landslides, and glacial lake outbursts, has killed approximately 1,730 and injured approximately 12,900.",Pakistan,2022-10-27 15:58:59+00:00,News and Press Release,https://reliefweb.int/report/pakistan/united-states-providing-additional-30-million-response-flooding-pakistan-bringing-support-97-million,Pakistan
" 1,730 ", Not specified , Not specified ,"The flooding in Pakistan, which was caused by severe monsoon rains and resultant flooding, landslides, and glacial lake outbursts, has killed approximately 1,730 and injured approximately 12,900.",Pakistan,2022-10-27 15:58:59+00:00,News and Press Release,https://reliefweb.int/report/pakistan/united-states-providing-additional-30-million-response-flooding-pakistan-bringing-support-97-million,Pakistan
 24%              , Older people   , Unknown ,"Loss of income A large number of older people were actively working before the floods, but now only 24% of those surveyed have an income.",Pakistan,2022-10-24 07:01:34+00:00,Assessment,https://reliefweb.int/report/pakistan/pakistan-floods-rapid-needs-assessment-older-people,
 76%              , Older people   , Unknown ,"Loss of income A large number of older people were actively working before the floods, but now only 24% of those surveyed have an income.",Pakistan,2022-10-24 07:01:34+00:00,Assessment,https://reliefweb.int/report/pakistan/pakistan-floods-rapid-needs-assessment-older-people,
" 8,000,000        ", Not specified  , Not specified ,"Since June, torrential rains and flash floods have swept across Pakistan, displacing nearly 8 million people – including thousands of Afghan refugees – and forcing almost 600,000 to shelter in relief sites.",Pakistan,2022-10-20 13:22:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/swarovski-foundation-supports-people-displaced-flooding-pakistan,Pakistan
" 600,000           ", Not specified  , Not specified ,"Since June, torrential rains and flash floods have swept across Pakistan, displacing nearly 8 million people – including thousands of Afghan refugees – and forcing almost 600,000 to shelter in relief sites.",Pakistan,2022-10-20 13:22:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/swarovski-foundation-supports-people-displaced-flooding-pakistan,Pakistan
" 800,000          ", Livestock       , Farming,"In addition, 2 million homes and 80,000 hectares of farmland were destroyed, with 800,000 livestock killed.",Pakistan,2022-10-18 17:15:34+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-aid-families-affected-flooding,
    Over 70%     , N/A              , N/A          ,More than 70 percent of affected people had insufficient financial resources to purchase food.,Pakistan,2022-10-18 12:58:11+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-country-brief-august-2022,
" 17,500 ", N/A , Housing ,"At least 17,500 houses have been destroyed and another 43,900 houses partially damaged.",Pakistan,2022-10-18 09:37:06+00:00,Assessment,https://reliefweb.int/report/pakistan/rapid-needs-assessment-report-2022-monsoon-floods-balochistan-pakistan-august-2022-0,
" 43,900 ", N/A , Housing ,"At least 17,500 houses have been destroyed and another 43,900 houses partially damaged.",Pakistan,2022-10-18 09:37:06+00:00,Assessment,https://reliefweb.int/report/pakistan/rapid-needs-assessment-report-2022-monsoon-floods-balochistan-pakistan-august-2022-0,
 2.1 million               , N/A             , Housing          ,"In addition, more than 2.1 million houses have been damaged or destroyed, and nearly 8 million people are reportedly displaced, including some 644,000 people living in relief camps, according to reports by the Provincial Disaster Management Authorities (PDMA) of the affected provinces.",Pakistan,2022-10-15 18:11:59+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-9-14-october-2022,
 8 million                 , N/A             , N/A              ,"In addition, more than 2.1 million houses have been damaged or destroyed, and nearly 8 million people are reportedly displaced, including some 644,000 people living in relief camps, according to reports by the Provincial Disaster Management Authorities (PDMA) of the affected provinces.",Pakistan,2022-10-15 18:11:59+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-9-14-october-2022,
