Number of Buildings Mentioned,What Happened,Type of Building,text,primary_country,date_posted,format,url,NER_extracted_geolocation
 1                  , Destroyed , Training Centres,"Their homes have been destroyed as well as schools, hospitals, nearly 1.8 million ha of agricultural land, livestock assets, forests and critical agricultural infrastructure.",Pakistan,2022-11-04 18:12:24+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-belgiums-contribution-through-special-fund-emergency-and-rehabilitation-activities-sfera,
 1                  , Destroyed , Education Facilities,"Their homes have been destroyed as well as schools, hospitals, nearly 1.8 million ha of agricultural land, livestock assets, forests and critical agricultural infrastructure.",Pakistan,2022-11-04 18:12:24+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-belgiums-contribution-through-special-fund-emergency-and-rehabilitation-activities-sfera,
 1                  , Destroyed , Military School ,"Their homes have been destroyed as well as schools, hospitals, nearly 1.8 million ha of agricultural land, livestock assets, forests and critical agricultural infrastructure.",Pakistan,2022-11-04 18:12:24+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-belgiums-contribution-through-special-fund-emergency-and-rehabilitation-activities-sfera,
 1                  , Destroyed , Hospitals     ,"Their homes have been destroyed as well as schools, hospitals, nearly 1.8 million ha of agricultural land, livestock assets, forests and critical agricultural infrastructure.",Pakistan,2022-11-04 18:12:24+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-belgiums-contribution-through-special-fund-emergency-and-rehabilitation-activities-sfera,
 1                  , Destroyed , Universities  ,"Their homes have been destroyed as well as schools, hospitals, nearly 1.8 million ha of agricultural land, livestock assets, forests and critical agricultural infrastructure.",Pakistan,2022-11-04 18:12:24+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-belgiums-contribution-through-special-fund-emergency-and-rehabilitation-activities-sfera,
 1 , Destroyed , Schools ,"The Pakistan floods – which inundated a third of the country - claimed over 1,700 lives, uprooted eight million people, and destroyed homes, schools, health facilities, roads, bridges, and other infrastructure.",Pakistan,2022-11-04 10:16:39+00:00,News and Press Release,https://reliefweb.int/report/pakistan/climate-crisis-pakistan-underscores-need-investment-climate-adaptation-wfp-calls-urgent-action-cop27,Pakistan
 1 , Damaged , Health facilities ,"The Pakistan floods – which inundated a third of the country - claimed over 1,700 lives, uprooted eight million people, and destroyed homes, schools, health facilities, roads, bridges, and other infrastructure.",Pakistan,2022-11-04 10:16:39+00:00,News and Press Release,https://reliefweb.int/report/pakistan/climate-crisis-pakistan-underscores-need-investment-climate-adaptation-wfp-calls-urgent-action-cop27,Pakistan
 250 , Destroyed , Schools ,"With at least 250 schools destroyed and millions of people forced to flee their homes, flooding has taken a serious toll on children's learning.",Pakistan,2022-11-03 14:07:13+00:00,News and Press Release,https://reliefweb.int/report/pakistan/extreme-floods-throw-lives-19-million-children-course-past-three-months-save-children,
" 2,000,000 ", Destroyed/Damaged , Houses ,"Over 2 million houses, 25,000 schools, and 13,000 km of roads have been destroyed or damaged.",Pakistan,2022-11-01 16:38:46+00:00,News and Press Release,https://reliefweb.int/report/pakistan/funding-announcement-h2h-network-support-package-floods-pakistan,
" 25,000 ", Destroyed/Damaged ," Schools (Universities, Colleges, Secondary/High Schools, Elementary Schools, Pre-school facilities, Training Centres, Kindergarten, Military School, Prison School, Education Facilities - type not mentioned) ","Over 2 million houses, 25,000 schools, and 13,000 km of roads have been destroyed or damaged.",Pakistan,2022-11-01 16:38:46+00:00,News and Press Release,https://reliefweb.int/report/pakistan/funding-announcement-h2h-network-support-package-floods-pakistan,
" 13,000 ", Destroyed/Damaged , Roads ,"Over 2 million houses, 25,000 schools, and 13,000 km of roads have been destroyed or damaged.",Pakistan,2022-11-01 16:38:46+00:00,News and Press Release,https://reliefweb.int/report/pakistan/funding-announcement-h2h-network-support-package-floods-pakistan,
 1 , Interrupted , Education Facilities ,• More than 3.5 million children's education was interrupted due to the impact of floods.,Pakistan,2022-10-29 17:20:15+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-10-28-october-2022,
 >3.5m , Interrupted ," Elementary Schools, Pre-school facilities, Secondary/High Schools, Training Centres, Universities ",• More than 3.5 million children's education was interrupted due to the impact of floods.,Pakistan,2022-10-29 17:20:15+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-10-28-october-2022,
" 7,062 ", Damaged (Due to becoming relief camps) , Education Facilities ,"In addition, 7,062 schools became relief camps to provide shelter to the flood-affected population, disrupting schooling and the ongoing academic years.",Pakistan,2022-10-29 17:20:15+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-10-28-october-2022,
 2000 , Damaged or Destroyed ," Hospitals, Clinics, Health Centres ","According to the National Disaster Management Authority (NDMA), about 2,000 health facilities have either been damaged or destroyed.",Pakistan,2022-10-27 17:20:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-situation-report-4-october-26-2022,
               1              ,           Destroyed            , Health Facility  ,"Over 80% of the village are suffering from the disease but the village health facility no longer exists; there are no doctors to diagnose or treat illnesses and the pharmacy lacks medicines, meaning people are turning to traditional remedies.",Pakistan,2022-10-24 07:01:34+00:00,Assessment,https://reliefweb.int/report/pakistan/pakistan-floods-rapid-needs-assessment-older-people,
 1 , Damaged , Health centre ,"Nazil’s wife, Naheed Solangi(60) said: *“The local dispensary was damaged and there are no doctors to look after us.",Pakistan,2022-10-24 07:01:34+00:00,Assessment,https://reliefweb.int/report/pakistan/pakistan-floods-rapid-needs-assessment-older-people,
 1 , Not functioning/Unstaffed , Clinic ,"Nazil’s wife, Naheed Solangi(60) said: *“The local dispensary was damaged and there are no doctors to look after us.",Pakistan,2022-10-24 07:01:34+00:00,Assessment,https://reliefweb.int/report/pakistan/pakistan-floods-rapid-needs-assessment-older-people,
"       1,500        ",     Badly Damaged , Not Mentioned     ,"More than 1,500 health and support facilities have been badly damaged by the floods.",Pakistan,2022-10-24 07:01:34+00:00,Assessment,https://reliefweb.int/report/pakistan/pakistan-floods-rapid-needs-assessment-older-people,
"   2,200,000 ", Damaged , Not mentioned ,"While around 2.2 million buildings were damaged, the flooding posed a grave threat to cattle as well.",Pakistan,2022-10-21 02:59:28+00:00,News and Press Release,https://reliefweb.int/report/pakistan/amda-emergency-relief-2-floods-pakistan-19-october-2022,
 18 , Damaged , Bridges ,"In addition to houses and croplands, 1,000 km of roads and 18 bridges have also been damaged and impede access across flood-affected areas.",Pakistan,2022-10-18 09:37:06+00:00,Assessment,https://reliefweb.int/report/pakistan/rapid-needs-assessment-report-2022-monsoon-floods-balochistan-pakistan-august-2022-0,
 1000 , Damaged , Roads ,"In addition to houses and croplands, 1,000 km of roads and 18 bridges have also been damaged and impede access across flood-affected areas.",Pakistan,2022-10-18 09:37:06+00:00,Assessment,https://reliefweb.int/report/pakistan/rapid-needs-assessment-report-2022-monsoon-floods-balochistan-pakistan-august-2022-0,
" 17,500              ", Destroyed    , Household   ,"At least 17,500 houses have been destroyed and another 43,900 houses partially damaged.",Pakistan,2022-10-18 09:37:06+00:00,Assessment,https://reliefweb.int/report/pakistan/rapid-needs-assessment-report-2022-monsoon-floods-balochistan-pakistan-august-2022-0,
" 43,900              ", Partially Damaged , Household   ,"At least 17,500 houses have been destroyed and another 43,900 houses partially damaged.",Pakistan,2022-10-18 09:37:06+00:00,Assessment,https://reliefweb.int/report/pakistan/rapid-needs-assessment-report-2022-monsoon-floods-balochistan-pakistan-august-2022-0,
 1543 , Damaged ," Hospitals, Clinics, Health Centers ",The health infrastructure was also damaged with rapid assessments indicating some 1543 health facilities and their contents have been damaged.,Pakistan,2022-10-18 00:04:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/disease-outbreak-news-malaria-pakistan-17-october-2022,
 2000 , Damaged or destroyed ," Hospitals, clinics, health centers ","As of 5 October, according to the National Disaster Management Authority (NDMA), close to 2,000 health facilities have been either damaged or destroyed.",Pakistan,2022-10-15 18:11:59+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-9-14-october-2022,
 1.9 million        , Damaged/Destroyed    , Household     ,Water and mud has damaged or destroyed 1.9 million homes.,Pakistan,2022-10-14 01:14:55+00:00,News and Press Release,https://reliefweb.int/report/pakistan/hunger-disease-and-homelessness-loom-large-pakistan,
" 1,460 ", Damaged , Health Facilities ,More than 2 million houses have been destroyed and an estimated 1460 health facilities have also reportedly been damaged.,Pakistan,2022-10-14 00:59:38+00:00,News and Press Release,https://reliefweb.int/report/pakistan/disease-outbreak-news-dengue-pakistan-13-october-2022,
"      2,000,000     ",      Destroyed       , Not Mentioned     ,More than 2 million houses have been destroyed and an estimated 1460 health facilities have also reportedly been damaged.,Pakistan,2022-10-14 00:59:38+00:00,News and Press Release,https://reliefweb.int/report/pakistan/disease-outbreak-news-dengue-pakistan-13-october-2022,
"       1,460        ",      Damaged         ,    Hospitals      ,More than 2 million houses have been destroyed and an estimated 1460 health facilities have also reportedly been damaged.,Pakistan,2022-10-14 00:59:38+00:00,News and Press Release,https://reliefweb.int/report/pakistan/disease-outbreak-news-dengue-pakistan-13-october-2022,
