Number of People Mentioned,What Happened,Age,Gender,text,primary_country,date_posted,format,url,NER_extracted_geolocation
          778560            ,                       ,  NA ,   NA   ,"As per the NDMA data of 17th Sep 2022, the rains and floods catastrophes claimed 1545 deaths, 12860 human-injuries, 778560 fully damaged HHs (FDs) and 1144787 partially damaged HHs (PDs), thus total damaged HHs have been 1943978.",Pakistan,2022-10-04 05:57:35+00:00,Assessment,https://reliefweb.int/report/pakistan/detail-needs-assessment-flood-emergency-kp-25th-sep-2022,
            1545            ,          Dead         ,  NA ,   NA   ,"As per the NDMA data of 17th Sep 2022, the rains and floods catastrophes claimed 1545 deaths, 12860 human-injuries, 778560 fully damaged HHs (FDs) and 1144787 partially damaged HHs (PDs), thus total damaged HHs have been 1943978.",Pakistan,2022-10-04 05:57:35+00:00,Assessment,https://reliefweb.int/report/pakistan/detail-needs-assessment-flood-emergency-kp-25th-sep-2022,
 630 , Died , Children , - ,"1,695 people have died including 630 children and 12,865 injuries in these floods.",Pakistan,2022-10-03 18:00:37+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-2022-islamic-relief-pakistan-03-october-2022,
" 12,865 ", Injured , - , - ,"1,695 people have died including 630 children and 12,865 injuries in these floods.",Pakistan,2022-10-03 18:00:37+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-2022-islamic-relief-pakistan-03-october-2022,
" 1,695 ", Died , - , - ,"1,695 people have died including 630 children and 12,865 injuries in these floods.",Pakistan,2022-10-03 18:00:37+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-2022-islamic-relief-pakistan-03-october-2022,
 10 , Normal Condition , Unknown , Unknown ,"As per the MS report THQ Talash, a total of 12 persons were injured out of 12, while 10 persons are in normal condition.",Pakistan,2022-10-03 00:55:42+00:00,Situation Report,https://reliefweb.int/report/pakistan/provincial-disaster-management-authority-pdma-khyber-pakhtunkhwa-daily-situation-report-1-october-2022-evening,
 12 , Injured , Unknown , Unknown ,"As per the MS report THQ Talash, a total of 12 persons were injured out of 12, while 10 persons are in normal condition.",Pakistan,2022-10-03 00:55:42+00:00,Situation Report,https://reliefweb.int/report/pakistan/provincial-disaster-management-authority-pdma-khyber-pakhtunkhwa-daily-situation-report-1-october-2022-evening,
"           1,700           ",                Died              , N/A ,  N/A   ,"An estimated 1,700 people have died and 12,800 injured, but the figures are likely to be higher due to the remote nature of many villages and that many health centres are flooded and unable to report.",Pakistan,2022-10-03 00:12:05+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-2022-humanity-first-situation-update-05-30-september-2022,
"           12,800          ",              Injured             , N/A ,  N/A   ,"An estimated 1,700 people have died and 12,800 injured, but the figures are likely to be higher due to the remote nature of many villages and that many health centres are flooded and unable to report.",Pakistan,2022-10-03 00:12:05+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-2022-humanity-first-situation-update-05-30-september-2022,
" 12,800 ", Injured , N/A , N/A ,"As of 30 September, the National Disaster Management Authority (NDMA) has recorded nearly 1,700 deaths and more than 12,800 injuries since mid-June.",Pakistan,2022-10-01 13:48:29+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-8-30-september-2022,
" 1,700 ", Dead , N/A , N/A ,"As of 30 September, the National Disaster Management Authority (NDMA) has recorded nearly 1,700 deaths and more than 12,800 injuries since mid-June.",Pakistan,2022-10-01 13:48:29+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-8-30-september-2022,
 33 million , Affected , Not applicable , Not applicable ,"As of mid-September, 33 million people have been affected, at least 1,481 persons have died, over 12,720 people have been injured and an estimated 7.6 million persons may be temporarily displaced (OCHA 2022).",Pakistan,2022-09-29 08:09:42+00:00,Situation Report,https://reliefweb.int/report/pakistan/iom-pakistan-situation-report-no-1-pakistan-floods-response-september-23-2022,
" 1,481 ", Died , Not applicable , Not applicable ,"As of mid-September, 33 million people have been affected, at least 1,481 persons have died, over 12,720 people have been injured and an estimated 7.6 million persons may be temporarily displaced (OCHA 2022).",Pakistan,2022-09-29 08:09:42+00:00,Situation Report,https://reliefweb.int/report/pakistan/iom-pakistan-situation-report-no-1-pakistan-floods-response-september-23-2022,
" 12,720 ", Injured , Not applicable , Not applicable ,"As of mid-September, 33 million people have been affected, at least 1,481 persons have died, over 12,720 people have been injured and an estimated 7.6 million persons may be temporarily displaced (OCHA 2022).",Pakistan,2022-09-29 08:09:42+00:00,Situation Report,https://reliefweb.int/report/pakistan/iom-pakistan-situation-report-no-1-pakistan-floods-response-september-23-2022,
 7.6 million , Temporarily displaced , Not applicable , Not applicable ,"As of mid-September, 33 million people have been affected, at least 1,481 persons have died, over 12,720 people have been injured and an estimated 7.6 million persons may be temporarily displaced (OCHA 2022).",Pakistan,2022-09-29 08:09:42+00:00,Situation Report,https://reliefweb.int/report/pakistan/iom-pakistan-situation-report-no-1-pakistan-floods-response-september-23-2022,
" 1,500 ", Dead , N/A , N/A ,"Now, the death toll is over 1,500 and it is thought that over 33 million people have been affected.",Pakistan,2022-09-28 16:01:50+00:00,News and Press Release,https://reliefweb.int/report/pakistan/responding-aftermath-pakistan-floods,
 33 million , Affected , N/A , N/A ,"Now, the death toll is over 1,500 and it is thought that over 33 million people have been affected.",Pakistan,2022-09-28 16:01:50+00:00,News and Press Release,https://reliefweb.int/report/pakistan/responding-aftermath-pakistan-floods,
 552                       , Dead                                   , Not Available       , Children   ,"According to estimates by National Disaster Management Authority3 the death toll from floods since mid-June has reached 1,545 people, 552 of them children.",Pakistan,2022-09-27 11:47:18+00:00,News and Press Release,https://reliefweb.int/report/pakistan/international-rescue-committee-flood-response-updates-september-21-2022,
" 1,545                     ", Dead                                   , Not Available       , Not Available ,"According to estimates by National Disaster Management Authority3 the death toll from floods since mid-June has reached 1,545 people, 552 of them children.",Pakistan,2022-09-27 11:47:18+00:00,News and Press Release,https://reliefweb.int/report/pakistan/international-rescue-committee-flood-response-updates-september-21-2022,
" 12,865 ", Injured , - , - ,"At least 1,638 people have died, and 12,865 have been injured since 14 June 2022.",Pakistan,2022-09-27 10:50:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-26-september-2022,
"      1,638      ",   Dead  , N/A ,  N/A   ,"• At least 1,638 people (including 588 children and 332 women) have died and 12,865 have been injured since 14 June 2022.",Pakistan,2022-09-27 10:50:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-26-september-2022,
"      12,865     ", Injured , N/A ,  N/A   ,"• At least 1,638 people (including 588 children and 332 women) have died and 12,865 have been injured since 14 June 2022.",Pakistan,2022-09-27 10:50:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-26-september-2022,
        588      ,   N/A   ,  <18, Female ,"• At least 1,638 people (including 588 children and 332 women) have died and 12,865 have been injured since 14 June 2022.",Pakistan,2022-09-27 10:50:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-26-september-2022,
        332      ,   N/A   ,  N/A, Female ,"• At least 1,638 people (including 588 children and 332 women) have died and 12,865 have been injured since 14 June 2022.",Pakistan,2022-09-27 10:50:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-26-september-2022,
" 1,638 ", Died , - , - ,"At least 1,638 people have died, and 12,865 have been injured since 14 June 2022.",Pakistan,2022-09-27 10:50:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-26-september-2022,
 1 , Dead , Not mentioned , Male (s/o) ,"while (01) person namely Muneeb s/o Munir was missing, later he was recovered had died.",Pakistan,2022-09-27 04:50:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/provincial-disaster-management-authority-pdma-khyber-pakhtunkhwa-daily-situation-report-26-september-2022-evening,
" 12,865 ", Injured , Unknown , Unknown ,"1,638 people have died including 588 children and 12,865 injuries in these floods.",Pakistan,2022-09-26 17:52:46+00:00,Situation Report,https://reliefweb.int/report/pakistan/islamic-reliefs-pakistan-floods-response-2022-26-september-2022,
" 1,638 ", Died , Unknown , Unknown ,"1,638 people have died including 588 children and 12,865 injuries in these floods.",Pakistan,2022-09-26 17:52:46+00:00,Situation Report,https://reliefweb.int/report/pakistan/islamic-reliefs-pakistan-floods-response-2022-26-september-2022,
 588 , Died , Children , Unknown ,"1,638 people have died including 588 children and 12,865 injuries in these floods.",Pakistan,2022-09-26 17:52:46+00:00,Situation Report,https://reliefweb.int/report/pakistan/islamic-reliefs-pakistan-floods-response-2022-26-september-2022,
 1500                      , Died                  , NA   , NA     ,Official figures suggest that over 1500 people have died but the figures are likely to be higher due to the remote nature of many villages.,Pakistan,2022-09-24 21:09:04+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-2022-humanity-first-situation-update-04-24-september-2022,
 579 , Dead , Children , Male and Female ,"The National Disaster Management Authority (NDMA) has recorded over 1,600 deaths and more than 12,850 injuries since mid-June, including 579 children killed and over 4,000 children injured.",Pakistan,2022-09-24 17:30:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-7-23-september-2022,
" 4,000 ", Injured , Children , Male and Female ,"The National Disaster Management Authority (NDMA) has recorded over 1,600 deaths and more than 12,850 injuries since mid-June, including 579 children killed and over 4,000 children injured.",Pakistan,2022-09-24 17:30:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-7-23-september-2022,
" 1,600 ", Dead , NA , NA ,"The National Disaster Management Authority (NDMA) has recorded over 1,600 deaths and more than 12,850 injuries since mid-June, including 579 children killed and over 4,000 children injured.",Pakistan,2022-09-24 17:30:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-7-23-september-2022,
" 12,850 ", Injured , NA , NA ,"The National Disaster Management Authority (NDMA) has recorded over 1,600 deaths and more than 12,850 injuries since mid-June, including 579 children killed and over 4,000 children injured.",Pakistan,2022-09-24 17:30:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-7-23-september-2022,
 555 , Died , Children , - ,"1,569 people have died including 555 children and 12,860 injuries in these floods.",Pakistan,2022-09-24 15:19:31+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-2022-islamic-relief-pakistan-21-september-2022,
