number of workers affected,type of workers,workers affected working sector,productive asset type,productive asset loss,text,primary_country,date_posted,format,url,NER_extracted_geolocation
 1 , Farmer , Agriculture , Buffalo , 1 ,"Before the floods, Waqas and his family were subsistence farmers, with a buffalo, two cows, three goats and up to 12 chickens at a time, who they would breed to sell eggs as well as the animals themselves.",Pakistan,2023-03-09 00:01:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/we-are-barely-surviving-more-six-months-after-deadly-pakistan-floods-families-are-brink,
 1 , Farmer , Agriculture , Cow , 2 ,"Before the floods, Waqas and his family were subsistence farmers, with a buffalo, two cows, three goats and up to 12 chickens at a time, who they would breed to sell eggs as well as the animals themselves.",Pakistan,2023-03-09 00:01:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/we-are-barely-surviving-more-six-months-after-deadly-pakistan-floods-families-are-brink,
 1 , Farmer , Agriculture , Goat , 3 ,"Before the floods, Waqas and his family were subsistence farmers, with a buffalo, two cows, three goats and up to 12 chickens at a time, who they would breed to sell eggs as well as the animals themselves.",Pakistan,2023-03-09 00:01:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/we-are-barely-surviving-more-six-months-after-deadly-pakistan-floods-families-are-brink,
 1 , Farmer , Agriculture , Chicken , 12 (maximum at a time) ,"Before the floods, Waqas and his family were subsistence farmers, with a buffalo, two cows, three goats and up to 12 chickens at a time, who they would breed to sell eggs as well as the animals themselves.",Pakistan,2023-03-09 00:01:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/we-are-barely-surviving-more-six-months-after-deadly-pakistan-floods-families-are-brink,
 --- , --- , --- , --- , --- ,"These devastating floods are an acute example of how those living in a country responsible for less than 1% of global carbon emissions are seeing their lives completely turned upside down by the climate crisis – and as with all disasters, children are bearing the brunt.",Pakistan,2023-03-09 00:01:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/we-are-barely-surviving-more-six-months-after-deadly-pakistan-floods-families-are-brink,
 0 , - , - , - , - ,"These devastating floods are an acute example of how those living in a country responsible for less than 1% of global carbon emissions are seeing their lives completely turned upside down by the climate crisis – and as with all disasters, children are bearing the brunt.",Pakistan,2023-03-09 00:01:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/we-are-barely-surviving-more-six-months-after-deadly-pakistan-floods-families-are-brink,
 --- , --- , --- , --- , --- ,"“We suffered from COVID-19, then floods hit our area, and my house was swept away,” says Lal Bat Lal has lived in Pakistan for forty years with his wife and four children.",Pakistan,2023-03-02 22:22:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistans-floods-six-months,Pakistan
 0 , N/A , N/A , N/A , N/A ,"“We suffered from COVID-19, then floods hit our area, and my house was swept away,” says Lal Bat Lal has lived in Pakistan for forty years with his wife and four children.",Pakistan,2023-03-02 22:22:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistans-floods-six-months,Pakistan
,,,,,"“We suffered from COVID-19, then floods hit our area, and my house was swept away,” says Lal Bat Lal has lived in Pakistan for forty years with his wife and four children.",Pakistan,2023-03-02 22:22:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistans-floods-six-months,Pakistan
 --- , --- , --- , --- , --- ,Curfews and other restrictions enforced to reduce the spread of COVID-19 affected his work meaning he could no longer provide for his family.,Pakistan,2023-03-02 22:22:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistans-floods-six-months,
 1 , Not specified , Not specified , Not specified , Not specified ,Curfews and other restrictions enforced to reduce the spread of COVID-19 affected his work meaning he could no longer provide for his family.,Pakistan,2023-03-02 22:22:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistans-floods-six-months,
---------------------------,----------------,----------------,----------------------,--------------------------------,"“We were just trying to cope with the effects of COVID-19 then the floods destroyed everything I had.” Lal’s home was almost completely destroyed in the flooding, leaving him and his family without a place, and without work and money to rebuild.",Pakistan,2023-03-02 22:22:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistans-floods-six-months,
              1            ,   Individual   ,  Not specified ,     Residential      ,             Almost completely destroyed              ,"“We were just trying to cope with the effects of COVID-19 then the floods destroyed everything I had.” Lal’s home was almost completely destroyed in the flooding, leaving him and his family without a place, and without work and money to rebuild.",Pakistan,2023-03-02 22:22:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistans-floods-six-months,
              3            ,     Family     ,  Not specified ,         None         ,               None               ,"“We were just trying to cope with the effects of COVID-19 then the floods destroyed everything I had.” Lal’s home was almost completely destroyed in the flooding, leaving him and his family without a place, and without work and money to rebuild.",Pakistan,2023-03-02 22:22:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistans-floods-six-months,
---------------------------,----------------,-------------,----------------------,--------------------------------,Lal has since returned to his job as a laborer but makes less than $2 a day.,Pakistan,2023-03-02 22:22:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistans-floods-six-months,
             1             ,     Laborer     ,              ,                      ,                                ,Lal has since returned to his job as a laborer but makes less than $2 a day.,Pakistan,2023-03-02 22:22:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistans-floods-six-months,
                            ,                ,             ,                      ,            less than $2/day     ,Lal has since returned to his job as a laborer but makes less than $2 a day.,Pakistan,2023-03-02 22:22:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistans-floods-six-months,
 --- , --- , --- , --- , --- ,"The disaster wiped out 1.7 million hectares of agricultural land and 800 000 heads of livestock, pushing millions of rural households into poverty and food insecurity.",Pakistan,2023-03-02 13:22:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-response-update-february-2023,
 0 , N/A , N/A , agricultural land , 1.7 million hectares ,"The disaster wiped out 1.7 million hectares of agricultural land and 800 000 heads of livestock, pushing millions of rural households into poverty and food insecurity.",Pakistan,2023-03-02 13:22:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-response-update-february-2023,
 0 , N/A , N/A , livestock , 800 000 heads ,"The disaster wiped out 1.7 million hectares of agricultural land and 800 000 heads of livestock, pushing millions of rural households into poverty and food insecurity.",Pakistan,2023-03-02 13:22:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-response-update-february-2023,
 --- , --- , --- , --- , --- ,"The total damages and losses in the agriculture sector amounted to approximately USD 12.9 billion, including damages to 1.7 million hectares of agricultural land and loss of 800 000 heads of livestock.",Pakistan,2023-03-02 13:22:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-response-update-february-2023,
 0 , N/A , Agriculture , Agricultural land , 1.7 million hectares ,"The total damages and losses in the agriculture sector amounted to approximately USD 12.9 billion, including damages to 1.7 million hectares of agricultural land and loss of 800 000 heads of livestock.",Pakistan,2023-03-02 13:22:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-response-update-february-2023,
 0 , N/A , Agriculture , Livestock ," 800,000 heads ","The total damages and losses in the agriculture sector amounted to approximately USD 12.9 billion, including damages to 1.7 million hectares of agricultural land and loss of 800 000 heads of livestock.",Pakistan,2023-03-02 13:22:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-response-update-february-2023,
 :--------------: , :-------------: , :----: , :------------------: , :---------------------------: ,The monsoon floods ravaged a staggering 2.2 million houses leaving hundreds of thousands of people homeless.,Pakistan,2023-02-28 14:15:08+00:00,News and Press Release,https://reliefweb.int/report/pakistan/six-months-pakistans-receding-floodwaters-reveal-need-prolonged-support,
    0 (None)      ,       N/A       ,  N/A   ,         House        ,"          2,200,000            ",The monsoon floods ravaged a staggering 2.2 million houses leaving hundreds of thousands of people homeless.,Pakistan,2023-02-28 14:15:08+00:00,News and Press Release,https://reliefweb.int/report/pakistan/six-months-pakistans-receding-floodwaters-reveal-need-prolonged-support,
---------------------------,---------------------,-------------------,----------------------,----------------------------------,"Overview of 2022 Monsoon Floods Heavy rains and a combination of riverine, urban, and flash flooding have led to an unprecedented climate-induced disaster in Pakistan since June 2022, causing widespread fatalities, killing livestock, and damaging and destroying public and private infrastructure across the country.",Pakistan,2023-02-14 04:50:31+00:00,Assessment,https://reliefweb.int/report/pakistan/community-voices-bulletin-monsoon-floods-pakistan-edition-1-december-2022,Pakistan
" 125,000                   ", Agriculture workers , Agriculture       , Livestock             ," 20,000 livestock                 ","Overview of 2022 Monsoon Floods Heavy rains and a combination of riverine, urban, and flash flooding have led to an unprecedented climate-induced disaster in Pakistan since June 2022, causing widespread fatalities, killing livestock, and damaging and destroying public and private infrastructure across the country.",Pakistan,2023-02-14 04:50:31+00:00,Assessment,https://reliefweb.int/report/pakistan/community-voices-bulletin-monsoon-floods-pakistan-edition-1-december-2022,Pakistan
