number of workers affected,type of workers,workers affected working sector,text,primary_country,date_posted,format,url,NER_extracted_geolocation
" 48,000                ", Not specified   , Not specified    ,"Over 48,000 people lost their lives, and over 100,000 have been injured making it the deadliest such disaster since the country’s founding 100 years ago and one of the deadliest worldwide during this century.",Türkiye,2023-03-22 13:16:21+00:00,Assessment,https://reliefweb.int/report/turkiye/un-women-brief-earthquakes-turkiye-impacts-and-priorities-women-and-girls-march-20-2023,
" 100,000               ", Not specified   , Not specified    ,"Over 48,000 people lost their lives, and over 100,000 have been injured making it the deadliest such disaster since the country’s founding 100 years ago and one of the deadliest worldwide during this century.",Türkiye,2023-03-22 13:16:21+00:00,Assessment,https://reliefweb.int/report/turkiye/un-women-brief-earthquakes-turkiye-impacts-and-priorities-women-and-girls-march-20-2023,
" 48,448                    ", Not specified     , Not specified ,"“The time limit is wholly arbitrary, creating unnecessary and unjustifiable financial and mental strain on refugees.” On March 13, Turkey’s interior minister estimated that 48,448 people including 6,660 foreigners, the majority of whom were Syrian refugees, died in the February 6 earthquakes in Turkey.",Türkiye,2023-03-22 04:17:11+00:00,News and Press Release,https://reliefweb.int/report/turkiye/turkey-suspend-time-limit-travel-outside-quake-zone-entr,Türkiye
" 6,660                     ", Foreigners (majority were Syrian refugees) , Not specified ,"“The time limit is wholly arbitrary, creating unnecessary and unjustifiable financial and mental strain on refugees.” On March 13, Turkey’s interior minister estimated that 48,448 people including 6,660 foreigners, the majority of whom were Syrian refugees, died in the February 6 earthquakes in Turkey.",Türkiye,2023-03-22 04:17:11+00:00,News and Press Release,https://reliefweb.int/report/turkiye/turkey-suspend-time-limit-travel-outside-quake-zone-entr,Türkiye
 2.7 million , Not specified , Not specified ,"The devastating earthquakes killed more than 48,000 people in Türkiye alone, injured more than 115,000 and displaced 2.7 million people with people now living in temporary settlements – including tents.",Türkiye,2023-03-22 01:03:11+00:00,News and Press Release,https://reliefweb.int/report/turkiye/well-fast-even-just-bread-and-water-families-turkiye-are-struggling-ahead-first-holy-month-ramadan-after-devastating-earthquakes,Türkiye
 6                          , Not specified  , Not specified ,"The most important thing for us is to have a safe place to stay and good hygiene.” Zeynep*, 41, lives in a tent in the same village with her husband and four children after their house was destroyed in the earthquake.",Türkiye,2023-03-22 01:03:11+00:00,News and Press Release,https://reliefweb.int/report/turkiye/well-fast-even-just-bread-and-water-families-turkiye-are-struggling-ahead-first-holy-month-ramadan-after-devastating-earthquakes,
" 115,000 ", Not specified , Not specified ,"The devastating earthquakes killed more than 48,000 people in Türkiye alone, injured more than 115,000 and displaced 2.7 million people with people now living in temporary settlements – including tents.",Türkiye,2023-03-22 01:03:11+00:00,News and Press Release,https://reliefweb.int/report/turkiye/well-fast-even-just-bread-and-water-families-turkiye-are-struggling-ahead-first-holy-month-ramadan-after-devastating-earthquakes,Türkiye
" 48,000 ", Not specified , Not specified ,"The devastating earthquakes killed more than 48,000 people in Türkiye alone, injured more than 115,000 and displaced 2.7 million people with people now living in temporary settlements – including tents.",Türkiye,2023-03-22 01:03:11+00:00,News and Press Release,https://reliefweb.int/report/turkiye/well-fast-even-just-bread-and-water-families-turkiye-are-struggling-ahead-first-holy-month-ramadan-after-devastating-earthquakes,Türkiye
" 97,400           ", N/A            , N/A    ,"Since the first earthquake of 6 February, 97,400 households have been displaced.4 The number of collective shelters and their residents continues to fluctuate as humanitarian partners work to rehabilitate shelters, support the reopening of schools that have been used as shelters and install additional WASH facilities to ensure basic hygiene and minimum privacy requirements are met.",Syria,2023-03-21 12:10:29+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unicef-syria-humanitarian-situation-report-no-5-earthquake-7-14-march-2023,
" 18,000,000                 ", Not provided    , Not provided      ,"“The 6 February earthquakes have had devastating consequences, with almost 18 million people affected.",Türkiye,2023-03-21 00:30:06+00:00,News and Press Release,https://reliefweb.int/report/turkiye/further-humanitarian-aid-turkiye-and-syria,
" 500,000 ", Not specified , Not specified ,"In addition to the 500,000 Syrians now displaced, thousands more have lost access to basic services and livelihoods, he reported.",Türkiye,2023-03-20 20:41:52+00:00,News and Press Release,https://reliefweb.int/report/turkiye/un-underlines-commitment-support-communities-affected-syria-turkiye-earthquakes,
" 3,300,000                  ", Not specified  , Not specified  ,"Staggering needs The double earthquakes struck on 6 February, displacing roughly 3.3 million people in Türkiye and destroying some 650,000 apartment buildings and houses.",Türkiye,2023-03-20 20:41:52+00:00,News and Press Release,https://reliefweb.int/report/turkiye/un-underlines-commitment-support-communities-affected-syria-turkiye-earthquakes,Türkiye
" Half a million (500,000)  ", Not specified  , Not specified  ,"More than half a million people (over 97,000 households) were displaced by the earthquake, many of them living in overcrowded, unsanitary collective shelters and informal settlements with insufficient services and vulnerable to heightened risk of disease.",Syria,2023-03-20 09:42:54+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/who-calls-global-community-stand-syria-brussels-donor-conference-enar,
" 97,000                     ", Not specified  , Not specified  ,"More than half a million people (over 97,000 households) were displaced by the earthquake, many of them living in overcrowded, unsanitary collective shelters and informal settlements with insufficient services and vulnerable to heightened risk of disease.",Syria,2023-03-20 09:42:54+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/who-calls-global-community-stand-syria-brussels-donor-conference-enar,
" 50,000                     ", N/A            , N/A    ,"In Türkiye, over 50,000 people were killed and tens of thousands more were injured due to the earthquakes, while over 216,000 people from affected areas have been relocated to other provinces, according to Türkiye’s Disaster and Emergency Management Authority (AFAD).",Türkiye,2023-03-19 11:45:30+00:00,Situation Report,https://reliefweb.int/report/turkiye/unfpa-turkiyesyria-earthquake-joint-situation-report-1-march-20-2023,Türkiye
" 10,000+                    "," Rescue workers, medical staff, volunteers ", Emergency services ,"In Türkiye, over 50,000 people were killed and tens of thousands more were injured due to the earthquakes, while over 216,000 people from affected areas have been relocated to other provinces, according to Türkiye’s Disaster and Emergency Management Authority (AFAD).",Türkiye,2023-03-19 11:45:30+00:00,Situation Report,https://reliefweb.int/report/turkiye/unfpa-turkiyesyria-earthquake-joint-situation-report-1-march-20-2023,Türkiye
" 216,000                    ", N/A            , N/A    ,"In Türkiye, over 50,000 people were killed and tens of thousands more were injured due to the earthquakes, while over 216,000 people from affected areas have been relocated to other provinces, according to Türkiye’s Disaster and Emergency Management Authority (AFAD).",Türkiye,2023-03-19 11:45:30+00:00,Situation Report,https://reliefweb.int/report/turkiye/unfpa-turkiyesyria-earthquake-joint-situation-report-1-march-20-2023,Türkiye
" 12,347 ", Casual laborers , Agriculture ,"The Syria Earthquake 2023 Rapid Damage and Needs Assessment (RDNA) presents an assessment of the impact of the earthquake on physical assets, infrastructure, and service delivery in the six most affected governorates.",Syria,2023-03-18 23:16:37+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-2023-rapid-damage-and-needs-assessment-rdna-enar,
" 7,978 ", Formal employees , Manufacturing ,"The Syria Earthquake 2023 Rapid Damage and Needs Assessment (RDNA) presents an assessment of the impact of the earthquake on physical assets, infrastructure, and service delivery in the six most affected governorates.",Syria,2023-03-18 23:16:37+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-2023-rapid-damage-and-needs-assessment-rdna-enar,
" 5,234 ", Informal vendors , Commerce ,"The Syria Earthquake 2023 Rapid Damage and Needs Assessment (RDNA) presents an assessment of the impact of the earthquake on physical assets, infrastructure, and service delivery in the six most affected governorates.",Syria,2023-03-18 23:16:37+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-2023-rapid-damage-and-needs-assessment-rdna-enar,
" 2,765 ", Skilled professionals , Construction ,"The Syria Earthquake 2023 Rapid Damage and Needs Assessment (RDNA) presents an assessment of the impact of the earthquake on physical assets, infrastructure, and service delivery in the six most affected governorates.",Syria,2023-03-18 23:16:37+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-2023-rapid-damage-and-needs-assessment-rdna-enar,
" 8,673 ", Self-employed , Tourism ,"The Syria Earthquake 2023 Rapid Damage and Needs Assessment (RDNA) presents an assessment of the impact of the earthquake on physical assets, infrastructure, and service delivery in the six most affected governorates.",Syria,2023-03-18 23:16:37+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-2023-rapid-damage-and-needs-assessment-rdna-enar,
" 100,000+ ", N/A , N/A ,"Displacement takes a severe physical, mental and social toll Over 100,000 households have reportedly been displaced by the earthquakes, although the true number is likely much higher.",Syria,2023-03-18 13:40:45+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/5-reasons-women-and-girls-syria-and-turkiye-need-your-support-right-now,
