Number of Buildings Mentioned,What Happened,Type of Building,text,primary_country,date_posted,format,url,NER_extracted_geolocation
 239 , Damaged , Kindergarten ,"As of 8 February, preliminary reports indicate that 239 schools have been damaged in the northern and southern
Governorates across the country.",Syria,2023-02-09 16:33:03+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-humanitarian-country-team-hct-coordinated-response-flash-update-4-earthquake-09-february-2023,
 239 , N/A , Military School ,"As of 8 February, preliminary reports indicate that 239 schools have been damaged in the northern and southern
Governorates across the country.",Syria,2023-02-09 16:33:03+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-humanitarian-country-team-hct-coordinated-response-flash-update-4-earthquake-09-february-2023,
 239 , N/A , Prison School ,"As of 8 February, preliminary reports indicate that 239 schools have been damaged in the northern and southern
Governorates across the country.",Syria,2023-02-09 16:33:03+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-humanitarian-country-team-hct-coordinated-response-flash-update-4-earthquake-09-february-2023,
 239 , Damaged , Education Facilities ,"As of 8 February, preliminary reports indicate that 239 schools have been damaged in the northern and southern
Governorates across the country.",Syria,2023-02-09 16:33:03+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-humanitarian-country-team-hct-coordinated-response-flash-update-4-earthquake-09-february-2023,
---,---,---,"On 6 February, the Ministry of Education announced suspending teaching in all schools in Syria until the end of the week.",Syria,2023-02-07 16:31:06+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-humanitarian-country-team-hct-coordinated-response-flash-update-2-earthquake-7-february-2023,Syria
 0 , N/A , N/A ,"On 6 February, the Ministry of Education announced suspending teaching in all schools in Syria until the end of the week.",Syria,2023-02-07 16:31:06+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-humanitarian-country-team-hct-coordinated-response-flash-update-2-earthquake-7-february-2023,Syria
------------------------------,--------------------------------,------------------,"Over 2,800 buildings have collapsed in Türkiye, including hospitals, schools and government buildings, with Save the Children racing to assess the immediate needs of children and their families.",Syria,2023-02-06 14:48:47+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/children-feared-trapped-and-more-1000-killed-after-two-earthquakes-hit-turkiye-and-syria,Türkiye
 2800                         , Collapsed                      , Hospitals        ,"Over 2,800 buildings have collapsed in Türkiye, including hospitals, schools and government buildings, with Save the Children racing to assess the immediate needs of children and their families.",Syria,2023-02-06 14:48:47+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/children-feared-trapped-and-more-1000-killed-after-two-earthquakes-hit-turkiye-and-syria,Türkiye
                              ,                                , Schools          ,"Over 2,800 buildings have collapsed in Türkiye, including hospitals, schools and government buildings, with Save the Children racing to assess the immediate needs of children and their families.",Syria,2023-02-06 14:48:47+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/children-feared-trapped-and-more-1000-killed-after-two-earthquakes-hit-turkiye-and-syria,Türkiye
                              ,                                , Government Buildings ,"Over 2,800 buildings have collapsed in Türkiye, including hospitals, schools and government buildings, with Save the Children racing to assess the immediate needs of children and their families.",Syria,2023-02-06 14:48:47+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/children-feared-trapped-and-more-1000-killed-after-two-earthquakes-hit-turkiye-and-syria,Türkiye
