productive asset type,productive asset loss,text,primary_country,date_posted,format,url,NER_extracted_geolocation
 Houses               , 2                                ,2 x Houses FD due to heavy rains.,Pakistan,2022-07-23 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-039-1300-hrs-22-july-2022-1300-hrs-23-july-2022,
 Houses               , 7                              ,7 x Houses PD due to heavy rains.,Pakistan,2022-07-23 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-039-1300-hrs-22-july-2022-1300-hrs-23-july-2022,
Houses                 ,3                               ,3 x Houses PD due to heavy rains.,Pakistan,2022-07-23 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-039-1300-hrs-22-july-2022-1300-hrs-23-july-2022,
 House ," 2 x FD, 1 x PD ","2 x House FD, 1 x House PD due to heavy rains.",Pakistan,2022-07-23 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-039-1300-hrs-22-july-2022-1300-hrs-23-july-2022,
 Houses , 5 ,05x houses partially damaged and 01x child injured.,Pakistan,2022-07-22 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-038-1300-hrs-21-july-2022-1300-hrs-22-july-2022,
 Kacha Houses             , Partially damaged (25)         ,25 x Kacha Houses partially damaged and 30 x Goats killed.,Pakistan,2022-07-18 01:10:03+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-033-1300-hrs-16-july-2022-1300-hrs-17-july-2022,
 Goats                    , Killed (30)            ,25 x Kacha Houses partially damaged and 30 x Goats killed.,Pakistan,2022-07-18 01:10:03+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-033-1300-hrs-16-july-2022-1300-hrs-17-july-2022,
 House                               , 1                            ,"Due to rains, 1 x House damaged.",Pakistan,2022-07-18 01:07:51+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-032-1300-hrs-15-july-2022-1300-hrs-16-july-2022,
 House                 , 1                              ,"Due to rains, 1 x House damaged, 1 x Injured.",Pakistan,2022-07-18 01:07:51+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-032-1300-hrs-15-july-2022-1300-hrs-16-july-2022,
 House                , 1           ,"Due to rains, 1 x House damaged, 4 x Injured.",Pakistan,2022-07-18 01:07:51+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-032-1300-hrs-15-july-2022-1300-hrs-16-july-2022,
          House        ,               1                ,"Due to rains, 1 x House damaged, 4 x Injured.",Pakistan,2022-07-18 01:07:51+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-032-1300-hrs-15-july-2022-1300-hrs-16-july-2022,
        Injured        ,       5       ,"Due to rains, 1 x House damaged, 5 x Injured.",Pakistan,2022-07-18 01:07:51+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-032-1300-hrs-15-july-2022-1300-hrs-16-july-2022,
         House         ,       1       ,"Due to rains, 1 x House damaged, 5 x Injured.",Pakistan,2022-07-18 01:07:51+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-032-1300-hrs-15-july-2022-1300-hrs-16-july-2022,
 House                , 300                            ,• 300 x houses fully damage.,Pakistan,2022-07-18 01:07:51+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-032-1300-hrs-15-july-2022-1300-hrs-16-july-2022,
 Houses               ," Partially Damaged: 1,280 ",• 1280 x houses partially damaged.,Pakistan,2022-07-18 01:07:51+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-032-1300-hrs-15-july-2022-1300-hrs-16-july-2022,
 Houses                , Partially Damaged (20x) ,20x houses partially damaged.,Pakistan,2022-07-18 00:55:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-031-1300-hrs-14-july-2022-1300-hrs-15-july-2022,
 Livestock            ," 1,316                          ","To date, over 1,037 houses have been damaged and around 1,316 livestock have died, consequently affecting the livelihoods of thousands of families.",Pakistan,2022-07-15 11:40:47+00:00,News and Press Release,https://reliefweb.int/report/pakistan/caritas-ground-pakistan-support-communities-affected-record-breaking-monsoon-rains,
 Houses               ," 1,037                          ","To date, over 1,037 houses have been damaged and around 1,316 livestock have died, consequently affecting the livelihoods of thousands of families.",Pakistan,2022-07-15 11:40:47+00:00,News and Press Release,https://reliefweb.int/report/pakistan/caritas-ground-pakistan-support-communities-affected-record-breaking-monsoon-rains,
 Houses , 3x partially damaged ,03x houses partially damaged.,Pakistan,2022-07-15 00:05:21+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-030-1300-hrs-13-july-2022-1300-hrs-14-july-2022,
 Houses               , Partially Damaged (2)           ,02x houses partially damaged.,Pakistan,2022-07-15 00:05:21+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-030-1300-hrs-13-july-2022-1300-hrs-14-july-2022,
          House       ,            4                   ,04x houses completely damaged due to flood.,Pakistan,2022-07-15 00:05:21+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-030-1300-hrs-13-july-2022-1300-hrs-14-july-2022,
        House         ,            1                   ,01x house completely damaged.,Pakistan,2022-07-15 00:05:21+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-030-1300-hrs-13-july-2022-1300-hrs-14-july-2022,
 Houses , 21x partially damaged ,21x houses partially damaged.,Pakistan,2022-07-15 00:05:21+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-030-1300-hrs-13-july-2022-1300-hrs-14-july-2022,
 Houses , 02x partially damaged due to room collapse ,• 02x houses partially damaged due to room collapse.,Pakistan,2022-07-13 04:00:17+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-028-1300-hrs-11-july-2022-1300-hrs-12-july-2022,
         Housing       ,          01x House             ,"01x female and 2x children died due to roof collapse, partially damaging 01x house in the incident.",Pakistan,2022-07-13 04:00:17+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-028-1300-hrs-11-july-2022-1300-hrs-12-july-2022,
 Houses                ," Damaged: >1,000; Destroyed: >1,000 ","More than 1 000 houses have been damaged or destroyed, five bridges and road sections affected.",Pakistan,2022-07-11 11:07:15+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-monsoon-rain-update-ndma-pmd-echo-daily-flash-11-july-2022,
 Bridges               , Affected: 5                      ,"More than 1 000 houses have been damaged or destroyed, five bridges and road sections affected.",Pakistan,2022-07-11 11:07:15+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-monsoon-rain-update-ndma-pmd-echo-daily-flash-11-july-2022,
 Sections              , Affected: 5                      ,"More than 1 000 houses have been damaged or destroyed, five bridges and road sections affected.",Pakistan,2022-07-11 11:07:15+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-monsoon-rain-update-ndma-pmd-echo-daily-flash-11-july-2022,
