Number of Buildings Mentioned,What Happened,Type of Building,housing sector losses reported,text,primary_country,date_posted,format,url,NER_extracted_geolocation
"     2,000,000         ",           Damaged/Destroyed           ,      Household/Residence       ,        Not specified                    ,"There has been widespread destruction of homes, with more than 2 million homes damaged or destroyed, and infrastructure, including roads, health clinics and schools.",Pakistan,2022-11-28 01:12:55+00:00,Analysis,https://reliefweb.int/report/pakistan/pakistan-protection-analysis-update-october-2022,
---------------------,--------------------------------,---------------,--------------------------------,"2.2 million houses were destroyed, that displaced people to nearby towns and cities where they found shelter in schools’ public buildings, and along the roadside and canal embankment.",Pakistan,2022-11-22 17:02:18+00:00,News and Press Release,https://reliefweb.int/report/pakistan/international-rescue-committee-flood-emergency-response-november-22-2022,
        2.2M         ,            Destroyed           ,   Household  ,           Not Reported         ,"2.2 million houses were destroyed, that displaced people to nearby towns and cities where they found shelter in schools’ public buildings, and along the roadside and canal embankment.",Pakistan,2022-11-22 17:02:18+00:00,News and Press Release,https://reliefweb.int/report/pakistan/international-rescue-committee-flood-emergency-response-november-22-2022,
:------------------:,:---------------------:,:-------------:,:-----------------------------:,"23 November 2022 – This summer, the devastating floods throughout Pakistan forced a large population to move into temporary settlements or camps.",Pakistan,2022-11-24 00:19:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/measles-rubella-campaign-undertaken-prevent-disease-outbreaks-pakistan,Pakistan
         0          ,           0           ,       -       ,               -               ,"23 November 2022 – This summer, the devastating floods throughout Pakistan forced a large population to move into temporary settlements or camps.",Pakistan,2022-11-24 00:19:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/measles-rubella-campaign-undertaken-prevent-disease-outbreaks-pakistan,Pakistan
,,,,"23 November 2022 – This summer, the devastating floods throughout Pakistan forced a large population to move into temporary settlements or camps.",Pakistan,2022-11-24 00:19:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/measles-rubella-campaign-undertaken-prevent-disease-outbreaks-pakistan,Pakistan
---------------------,----------------,------------------,-----------------------,"Hundreds of bridges and kilometers of roads became unusable, while more than 1.5 million houses were destroyed by the impact of the rains.",Pakistan,2022-11-21 13:47:22+00:00,News and Press Release,https://reliefweb.int/report/pakistan/turkiye-support-pakistans-food-security,
     1.5 million      ,    Destroyed   ,    Household     ,     Not mentioned     ,"Hundreds of bridges and kilometers of roads became unusable, while more than 1.5 million houses were destroyed by the impact of the rains.",Pakistan,2022-11-21 13:47:22+00:00,News and Press Release,https://reliefweb.int/report/pakistan/turkiye-support-pakistans-food-security,
 ------------------ , --------------- , -------------, ----------------------------- ,"In addition, more than 2.2 million houses have been damaged or destroyed, 13,115 kilometres of roads damaged, 439 bridges destroyed, and over 1.1 million livestock lost.",Pakistan,2022-11-13 18:27:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-11-11-november-2022,
" 2,200,000          ", Damaged/Destroyed , Household/Residence , Not specified ,"In addition, more than 2.2 million houses have been damaged or destroyed, 13,115 kilometres of roads damaged, 439 bridges destroyed, and over 1.1 million livestock lost.",Pakistan,2022-11-13 18:27:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-11-11-november-2022,
 Not specified        , Damaged , Roads ," 13,115 kilometers ","In addition, more than 2.2 million houses have been damaged or destroyed, 13,115 kilometres of roads damaged, 439 bridges destroyed, and over 1.1 million livestock lost.",Pakistan,2022-11-13 18:27:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-11-11-november-2022,
 439          , Destroyed , Bridges , Not specified ,"In addition, more than 2.2 million houses have been damaged or destroyed, 13,115 kilometres of roads damaged, 439 bridges destroyed, and over 1.1 million livestock lost.",Pakistan,2022-11-13 18:27:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-11-11-november-2022,
 Not specified          , Not specified , Livestock ," 1,100,000 ","In addition, more than 2.2 million houses have been damaged or destroyed, 13,115 kilometres of roads damaged, 439 bridges destroyed, and over 1.1 million livestock lost.",Pakistan,2022-11-13 18:27:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-11-11-november-2022,
 --- , --- , --- , --- ,"As of 28 September 2022, hundreds of thousands of homes, roads, bridges, schools, and hospitals have been damaged or destroyed, 4.4 million acres of crops have been ruined, and over 1,600 lives have been lost.",Pakistan,2022-11-05 02:03:17+00:00,Analysis,https://reliefweb.int/report/pakistan/land-aching-extreme-climate-change-induced-flooding-pakistan,
 Hundreds of thousands , Damaged/Destroyed ," Household, Residence, roads, bridges, schools, hospitals ", N/A ,"As of 28 September 2022, hundreds of thousands of homes, roads, bridges, schools, and hospitals have been damaged or destroyed, 4.4 million acres of crops have been ruined, and over 1,600 lives have been lost.",Pakistan,2022-11-05 02:03:17+00:00,Analysis,https://reliefweb.int/report/pakistan/land-aching-extreme-climate-change-induced-flooding-pakistan,
 N/A , N/A , Crops , 4.4 million acres ,"As of 28 September 2022, hundreds of thousands of homes, roads, bridges, schools, and hospitals have been damaged or destroyed, 4.4 million acres of crops have been ruined, and over 1,600 lives have been lost.",Pakistan,2022-11-05 02:03:17+00:00,Analysis,https://reliefweb.int/report/pakistan/land-aching-extreme-climate-change-induced-flooding-pakistan,
 N/A , N/A , N/A ," Over 1,600 lives ","As of 28 September 2022, hundreds of thousands of homes, roads, bridges, schools, and hospitals have been damaged or destroyed, 4.4 million acres of crops have been ruined, and over 1,600 lives have been lost.",Pakistan,2022-11-05 02:03:17+00:00,Analysis,https://reliefweb.int/report/pakistan/land-aching-extreme-climate-change-induced-flooding-pakistan,
---------------------,-----------------------,------------------------,---------------------------------,"Their homes have been destroyed as well as schools, hospitals, nearly 1.8 million ha of agricultural land, livestock assets, forests and critical agricultural infrastructure.",Pakistan,2022-11-04 18:12:24+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-belgiums-contribution-through-special-fund-emergency-and-rehabilitation-activities-sfera,
 1                 , Destroyed                , Household              , N/A                                 ,"Their homes have been destroyed as well as schools, hospitals, nearly 1.8 million ha of agricultural land, livestock assets, forests and critical agricultural infrastructure.",Pakistan,2022-11-04 18:12:24+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-belgiums-contribution-through-special-fund-emergency-and-rehabilitation-activities-sfera,
 1                 , Destroyed                , Schools                , N/A                                 ,"Their homes have been destroyed as well as schools, hospitals, nearly 1.8 million ha of agricultural land, livestock assets, forests and critical agricultural infrastructure.",Pakistan,2022-11-04 18:12:24+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-belgiums-contribution-through-special-fund-emergency-and-rehabilitation-activities-sfera,
 1                 , Destroyed                , Hospitals               , N/A                                 ,"Their homes have been destroyed as well as schools, hospitals, nearly 1.8 million ha of agricultural land, livestock assets, forests and critical agricultural infrastructure.",Pakistan,2022-11-04 18:12:24+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-belgiums-contribution-through-special-fund-emergency-and-rehabilitation-activities-sfera,
 N/A           , N/A                            , N/A                         , 1.8 million ha of agricultural land ,"Their homes have been destroyed as well as schools, hospitals, nearly 1.8 million ha of agricultural land, livestock assets, forests and critical agricultural infrastructure.",Pakistan,2022-11-04 18:12:24+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-belgiums-contribution-through-special-fund-emergency-and-rehabilitation-activities-sfera,
 N/A           , N/A                            , N/A                         , Livestock assets                       ,"Their homes have been destroyed as well as schools, hospitals, nearly 1.8 million ha of agricultural land, livestock assets, forests and critical agricultural infrastructure.",Pakistan,2022-11-04 18:12:24+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-belgiums-contribution-through-special-fund-emergency-and-rehabilitation-activities-sfera,
