Number of People Mentioned,What Happened,Age,Gender,text,primary_country,date_posted,format,url,NER_extracted_geolocation
 1.5 million               , Homeless                              , N/A , N/A    ,"As the death toll from the 6 February earthquake disaster topped 41,000 in Türkiye, UN development experts said on Tuesday that 1.5 million people have been made homeless in the south of the country, where at least 500,000 new homes will need to be built.",Türkiye,2023-02-21 17:35:04+00:00,News and Press Release,https://reliefweb.int/report/turkiye/15-million-now-homeless-turkiye-after-quake-disaster-warn-un-development-experts,Türkiye
" 500,000                   ", Need new homes                        , N/A , N/A    ,"As the death toll from the 6 February earthquake disaster topped 41,000 in Türkiye, UN development experts said on Tuesday that 1.5 million people have been made homeless in the south of the country, where at least 500,000 new homes will need to be built.",Türkiye,2023-02-21 17:35:04+00:00,News and Press Release,https://reliefweb.int/report/turkiye/15-million-now-homeless-turkiye-after-quake-disaster-warn-un-development-experts,Türkiye
" 108,300 ", Injured , N/A , N/A ,"Health: As of 20 February, 108,300 injured people and 41,168 deaths were reported from all earthquakes.",Türkiye,2023-02-21 17:32:26+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-earthquake-february-2023-bi-weekly-highlights-21022023,
" 41,168 ", Dead , N/A , N/A ,"Health: As of 20 February, 108,300 injured people and 41,168 deaths were reported from all earthquakes.",Türkiye,2023-02-21 17:32:26+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-earthquake-february-2023-bi-weekly-highlights-21022023,
 6 , Lost their lives , Not specified , Not specified ,Unfortunately 6 citizens have lost their lives.,Türkiye,2023-02-21 16:44:04+00:00,News and Press Release,https://reliefweb.int/report/turkiye/press-bulletin-2-about-works-after-earthquake-hatay-measuring-64-entr,
 3028                      , Injured/Dead  , NA  , NA     ,"So far, search and rescue crews have pulled 3,028 deceased or injured people from the wreckage.",Türkiye,2023-02-21 16:10:15+00:00,News and Press Release,https://reliefweb.int/report/turkiye/ihh-continues-relief-efforts-5943-people,
"     35,418      ", Died             , Not stated  , Not stated ,"According to a Situation Report from the Turkish Red Crescent, 35, 418 people lost their lives and 105, 505 people were injured.",Türkiye,2023-02-21 11:17:18+00:00,News and Press Release,https://reliefweb.int/report/turkiye/red-cross-mobilizes-funds-turkeysyrian-earthquake-relief-and-rehabilitation,
"    105,505      ", Injured          , Not stated  , Not stated ,"According to a Situation Report from the Turkish Red Crescent, 35, 418 people lost their lives and 105, 505 people were injured.",Türkiye,2023-02-21 11:17:18+00:00,News and Press Release,https://reliefweb.int/report/turkiye/red-cross-mobilizes-funds-turkeysyrian-earthquake-relief-and-rehabilitation,
" 45,000 ", confirmed fatalities , N/A , N/A ,"“With more than 45,000 confirmed fatalities and many more people injured or displaced in both countries, there is not one minute to lose,” says IOM’s Director General António Vitorino.",Türkiye,2023-02-21 11:09:20+00:00,News and Press Release,https://reliefweb.int/report/turkiye/iom-appeals-usd-161-million-respond-devastating-earthquake-turkiye-and-northwest-syria,
" 100,000 ", Injured , - , - ,"As of 17 February, more than 40,000 deaths have been confirmed across the two countries, with more than 100,000 people injured and over 50,000 buildings damaged or destroyed.",Türkiye,2023-02-21 10:53:57+00:00,Appeal,https://reliefweb.int/report/turkiye/iom-consolidated-flash-appeal-turkiye-and-syrian-arab-republic-2023-earthquake-response-published-17-feb-2023,
" 40,000 ", Death , - , - ,"As of 17 February, more than 40,000 deaths have been confirmed across the two countries, with more than 100,000 people injured and over 50,000 buildings damaged or destroyed.",Türkiye,2023-02-21 10:53:57+00:00,Appeal,https://reliefweb.int/report/turkiye/iom-consolidated-flash-appeal-turkiye-and-syrian-arab-republic-2023-earthquake-response-published-17-feb-2023,
" 50,000 ", Damaged or Destroyed Buildings , - , - ,"As of 17 February, more than 40,000 deaths have been confirmed across the two countries, with more than 100,000 people injured and over 50,000 buildings damaged or destroyed.",Türkiye,2023-02-21 10:53:57+00:00,Appeal,https://reliefweb.int/report/turkiye/iom-consolidated-flash-appeal-turkiye-and-syrian-arab-republic-2023-earthquake-response-published-17-feb-2023,
" 41,156          ", Lost their lives, N/A  , N/A    ,"According to the Disaster and Management Authority of Türkiye (AFAD), as of 20 February, 41,156 people have lost their lives, while 485,682 people have been evacuated to other provinces.",Türkiye,2023-02-21 08:59:17+00:00,Situation Report,https://reliefweb.int/report/turkiye/unhcr-turkiye-emergency-response-earthquake-20-february-2023,
" 485,682         ", Evacuated       , N/A  , N/A    ,"According to the Disaster and Management Authority of Türkiye (AFAD), as of 20 February, 41,156 people have lost their lives, while 485,682 people have been evacuated to other provinces.",Türkiye,2023-02-21 08:59:17+00:00,Situation Report,https://reliefweb.int/report/turkiye/unhcr-turkiye-emergency-response-earthquake-20-february-2023,
 3                         , Died          , NA  , NA     ,"According to the Ministry of Interior Disaster and Emergency Management Presidency AFAD in Türkiye, there were approximately 32 aftershocks and three citizens reportedly who lost their lives in this new quake.",Türkiye,2023-02-21 07:31:46+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-monday-20-february-2023-situation-report-13-updated-2359-gmt3-turkiye-syria-earthquakes-emergency-update-new-64-earthquake-hits-defne-district-hatay,Türkiye
 295 , Injured , Not mentioned , Not mentioned ,Turkish Health Minister Fahrettin Koca said 295 people were injured with at least 18 seriously hurt.,Türkiye,2023-02-21 07:31:46+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-monday-20-february-2023-situation-report-13-updated-2359-gmt3-turkiye-syria-earthquakes-emergency-update-new-64-earthquake-hits-defne-district-hatay,
 18 , Seriously hurt , Not mentioned , Not mentioned ,Turkish Health Minister Fahrettin Koca said 295 people were injured with at least 18 seriously hurt.,Türkiye,2023-02-21 07:31:46+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-monday-20-february-2023-situation-report-13-updated-2359-gmt3-turkiye-syria-earthquakes-emergency-update-new-64-earthquake-hits-defne-district-hatay,
"       41,156       ",   Dead     ,  N/A  ,   N/A   ,"The death toll from the earthquakes that hit two weeks ago has risen to at least 41,156 in Türkiye according to AFAD with the number still expected to increase throughout recovery operations.",Türkiye,2023-02-21 07:31:46+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-monday-20-february-2023-situation-report-13-updated-2359-gmt3-turkiye-syria-earthquakes-emergency-update-new-64-earthquake-hits-defne-district-hatay,Türkiye
 1.5 million      , N/A                  , N/A , N/A    ,"The death toll continues to grow, and over 1.5 million people need shelter in Syria.",Syria,2023-02-21 00:04:25+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/complete-collapse-hope-already-weary-decade-war-syrians-face-new-upheaval,Syria
" 47,000                    ", Killed        , N/A , N/A    ,"Both countries are still dealing with the overwhelming devastation of the earthquakes on February 6 that killed at least 47,000 people.",Syria,2023-02-20 21:52:40+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/action-humanitysyria-relief-confirms-they-are-continuing-monitor-ongoing-situation-turkiye-and-syria-two-more-earthquakes-hit-region,
" 46,000                     ", Dead                                  , N/A , N/A    ,"Dan Stewart from Save the Children said: ""There are heart-breaking reports of yet more collapsed buildings and power outages, in a region where over 46,000 lives have already been lost and buildings destroyed.",Türkiye,2023-02-20 21:36:26+00:00,News and Press Release,https://reliefweb.int/report/turkiye/save-children-statement-another-earthquake-hits-southern-turkiye-and-northern-syria,
" 45,000          ", Dead    , N/A , N/A    ,"This earthquake comes two weeks after a 7.8 magnitude earthquake rocked the region, resulting in over 45,000 deaths and 110,000 injuries.",Türkiye,2023-02-20 20:39:10+00:00,News and Press Release,https://reliefweb.int/report/turkiye/irc-statement-further-63-magnitude-earthquake-turkiye,
" 110,000         ", Injured , N/A , N/A    ,"This earthquake comes two weeks after a 7.8 magnitude earthquake rocked the region, resulting in over 45,000 deaths and 110,000 injuries.",Türkiye,2023-02-20 20:39:10+00:00,News and Press Release,https://reliefweb.int/report/turkiye/irc-statement-further-63-magnitude-earthquake-turkiye,
 1000 , Died , N/A , N/A ,"Between 15–16 February, the death toll increased by roughly 1,000 (VOA 15/02/2023; Reuters accessed 16/02/2023).",Türkiye,2023-02-20 17:42:05+00:00,Analysis,https://reliefweb.int/report/turkiye/acaps-thematic-report-turkiye-earthquake-province-profiles-malatya-and-adiyaman-20-february-2023,
" 10,000 ", Injured , Not Applicable , Not Applicable ,"The earthquake affected at least 8.8 million people in Syria, killing more than 5,700 and injuring over 10,000.",Syria,2023-02-20 17:22:37+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/after-more-decade-war-earthquakes-are-catastrophe-top-crisis-millions-people-syria,Syria
" 5,700 ", Dead , Not Applicable , Not Applicable ,"The earthquake affected at least 8.8 million people in Syria, killing more than 5,700 and injuring over 10,000.",Syria,2023-02-20 17:22:37+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/after-more-decade-war-earthquakes-are-catastrophe-top-crisis-millions-people-syria,Syria
" 8,800,000 ", Affected , Not Applicable , Not Applicable ,"The earthquake affected at least 8.8 million people in Syria, killing more than 5,700 and injuring over 10,000.",Syria,2023-02-20 17:22:37+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/after-more-decade-war-earthquakes-are-catastrophe-top-crisis-millions-people-syria,Syria
"          50,000           ",                 Dead                  , NA  ,   NA   ,"The death toll in both countries combined is nearing the 50,000 mark, with numbers of injuries well over 100,000 in Türkiye alone.",Türkiye,2023-02-20 14:39:10+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-and-syria-earthquake-emergency-situation-update-4,Türkiye
"          100,000          ",                Injured                , NA  ,   NA   ,"The death toll in both countries combined is nearing the 50,000 mark, with numbers of injuries well over 100,000 in Türkiye alone.",Türkiye,2023-02-20 14:39:10+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-and-syria-earthquake-emergency-situation-update-4,Türkiye
 2934                      , Injured and Deceased   , Not specified , Not specified ,"So far, search and rescue crews have pulled 2,934 deceased or injured people from the wreckage.",Türkiye,2023-02-20 14:25:13+00:00,News and Press Release,https://reliefweb.int/report/turkiye/ihh-earthquake-zone-5852-person-team,
" 108,000 ", Injured , N/A , N/A ,"● As of 16 February, some 36,000 people have lost their lives and 108,000 people are injured.",Türkiye,2023-02-20 13:48:10+00:00,Situation Report,https://reliefweb.int/report/turkiye/unfpa-turkiye-earthquake-situation-report-2-17-february-2023,
